Info 0    [17:22:54.085] Starting TS Server
Info 838  [17:37:26.633] Different program with same set of files
Info 839  [17:37:26.634] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.05191230773925781
Info 840  [17:37:29.217] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 841  [17:37:29.227] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 166 structureChanged: false structureIsReused:: Completely Elapsed: 9.993968963623047ms
Info 842  [17:37:29.227] Different program with same set of files
Info 843  [17:37:30.697] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 844  [17:37:30.701] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 167 structureChanged: false structureIsReused:: Completely Elapsed: 2.8651037216186523ms
Info 845  [17:37:30.701] Different program with same set of files
Info 846  [17:37:31.039] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 847  [17:37:31.042] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 168 structureChanged: false structureIsReused:: Completely Elapsed: 2.454193115234375ms
Info 848  [17:37:31.042] Different program with same set of files
Info 849  [17:37:31.562] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 850  [17:37:31.565] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 169 structureChanged: false structureIsReused:: Completely Elapsed: 2.770793914794922ms
Info 851  [17:37:31.565] Different program with same set of files
Info 852  [17:37:32.442] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 853  [17:37:32.449] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 170 structureChanged: false structureIsReused:: Completely Elapsed: 6.555036544799805ms
Info 854  [17:37:32.449] Different program with same set of files
Info 855  [17:37:32.450] getCompletionData: Get current token: 0.02954864501953125
Info 856  [17:37:32.450] getCompletionData: Is inside comment: 0.0065822601318359375
Info 857  [17:37:32.450] getCompletionData: Get previous token: 0.07332324981689453
Info 858  [17:37:32.451] getCompletionsAtPosition: isCompletionListBlocker: 0.46088218688964844
Info 859  [17:37:32.457] getExportInfoMap: cache hit
Info 860  [17:37:32.458] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 861  [17:37:32.458] collectAutoImports: response is complete
Info 862  [17:37:32.458] collectAutoImports: 1.01953125
Info 863  [17:37:32.458] getCompletionData: Semantic work: 7.152833938598633
Info 864  [17:37:32.470] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.239714622497559
Info 865  [17:37:32.834] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 866  [17:37:32.842] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 171 structureChanged: false structureIsReused:: Completely Elapsed: 7.1811065673828125ms
Info 867  [17:37:32.842] Different program with same set of files
Info 868  [17:37:34.598] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 869  [17:37:34.600] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 172 structureChanged: false structureIsReused:: Completely Elapsed: 2.5146474838256836ms
Info 870  [17:37:34.600] Different program with same set of files
Info 871  [17:37:36.776] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 872  [17:37:36.783] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 173 structureChanged: false structureIsReused:: Completely Elapsed: 7.051961898803711ms
Info 873  [17:37:36.783] Different program with same set of files
Info 874  [17:37:37.454] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 875  [17:37:37.462] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 174 structureChanged: false structureIsReused:: Completely Elapsed: 6.979170799255371ms
Info 876  [17:37:37.462] Different program with same set of files
Info 877  [17:37:39.293] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 878  [17:37:39.301] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 175 structureChanged: false structureIsReused:: Completely Elapsed: 7.736026763916016ms
Info 879  [17:37:39.301] Different program with same set of files
Info 880  [17:37:39.593] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 881  [17:37:39.601] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 176 structureChanged: false structureIsReused:: Completely Elapsed: 7.476409912109375ms
Info 882  [17:37:39.601] Different program with same set of files
Info 883  [17:37:39.828] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 884  [17:37:39.836] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 177 structureChanged: false structureIsReused:: Completely Elapsed: 7.457497596740723ms
Info 885  [17:37:39.836] Different program with same set of files
Info 886  [17:38:00.560] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 887  [17:38:00.571] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 178 structureChanged: false structureIsReused:: Completely Elapsed: 10.769545555114746ms
Info 888  [17:38:00.571] Different program with same set of files
Info 889  [17:38:00.572] getCompletionData: Get current token: 0.01766490936279297
Info 890  [17:38:00.572] getCompletionData: Is inside comment: 0.005869865417480469
Info 891  [17:38:00.572] getCompletionData: Get previous token: 0.08037471771240234
Info 892  [17:38:00.572] getCompletionsAtPosition: isCompletionListBlocker: 0.21068191528320312
Info 893  [17:38:00.581] getExportInfoMap: cache hit
Info 894  [17:38:00.581] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 895  [17:38:00.581] collectAutoImports: response is complete
Info 896  [17:38:00.581] collectAutoImports: 0.08460235595703125
Info 897  [17:38:00.581] getCompletionData: Semantic work: 8.780564308166504
Info 898  [17:38:00.596] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 14.967704772949219
Info 899  [17:38:00.917] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 900  [17:38:00.929] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 179 structureChanged: false structureIsReused:: Completely Elapsed: 10.806501388549805ms
Info 901  [17:38:00.929] Different program with same set of files
Info 902  [17:38:01.178] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 903  [17:38:01.185] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 180 structureChanged: false structureIsReused:: Completely Elapsed: 6.314389228820801ms
Info 904  [17:38:01.185] Different program with same set of files
Info 905  [17:38:01.187] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.049434661865234375
Info 906  [17:38:02.529] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 907  [17:38:02.538] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 181 structureChanged: false structureIsReused:: Completely Elapsed: 7.924304962158203ms
Info 908  [17:38:02.538] Different program with same set of files
Info 909  [17:38:04.242] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 910  [17:38:04.249] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 182 structureChanged: false structureIsReused:: Completely Elapsed: 7.184924125671387ms
Info 911  [17:38:04.249] Different program with same set of files
Info 912  [17:38:04.617] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 913  [17:38:04.623] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 183 structureChanged: false structureIsReused:: Completely Elapsed: 6.568285942077637ms
Info 914  [17:38:04.623] Different program with same set of files
Info 915  [17:38:04.648] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 916  [17:38:04.651] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 184 structureChanged: false structureIsReused:: Completely Elapsed: 2.7695770263671875ms
Info 917  [17:38:04.651] Different program with same set of files
Info 918  [17:38:05.919] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 919  [17:38:05.925] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 185 structureChanged: false structureIsReused:: Completely Elapsed: 6.525479316711426ms
Info 920  [17:38:05.925] Different program with same set of files
Info 921  [17:38:05.926] getCompletionData: Get current token: 0.015654563903808594
Info 922  [17:38:05.926] getCompletionData: Is inside comment: 0.004683494567871094
Info 923  [17:38:05.926] getCompletionData: Get previous token: 0.06329536437988281
Info 924  [17:38:05.926] getCompletionsAtPosition: isCompletionListBlocker: 0.23572063446044922
Info 925  [17:38:05.932] getExportInfoMap: cache hit
Info 926  [17:38:05.933] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 927  [17:38:05.933] collectAutoImports: response is complete
Info 928  [17:38:05.933] collectAutoImports: 1.2358837127685547
Info 929  [17:38:05.933] getCompletionData: Semantic work: 7.026675224304199
Info 930  [17:38:05.943] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.365084648132324
Info 931  [17:38:06.270] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 932  [17:38:06.278] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 186 structureChanged: false structureIsReused:: Completely Elapsed: 7.444326400756836ms
Info 933  [17:38:06.278] Different program with same set of files
Info 934  [17:38:07.785] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 935  [17:38:07.793] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 187 structureChanged: false structureIsReused:: Completely Elapsed: 7.288974761962891ms
Info 936  [17:38:07.793] Different program with same set of files
Info 937  [17:38:11.531] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 938  [17:38:11.539] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 188 structureChanged: false structureIsReused:: Completely Elapsed: 7.175082206726074ms
Info 939  [17:38:11.539] Different program with same set of files
Info 940  [17:38:11.539] getCompletionData: Get current token: 0.01894092559814453
Info 941  [17:38:11.539] getCompletionData: Is inside comment: 0.005166053771972656
Info 942  [17:38:11.540] getCompletionData: Get previous token: 0.07993698120117188
Info 943  [17:38:11.540] getCompletionsAtPosition: isCompletionListBlocker: 0.021261215209960938
Info 944  [17:38:11.544] getExportInfoMap: cache hit
Info 945  [17:38:11.545] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 946  [17:38:11.545] collectAutoImports: response is complete
Info 947  [17:38:11.545] collectAutoImports: 0.19585418701171875
Info 948  [17:38:11.545] getCompletionData: Semantic work: 5.016932487487793
Info 949  [17:38:11.555] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 10.322665214538574
Info 950  [17:38:11.908] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 951  [17:38:11.915] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 189 structureChanged: false structureIsReused:: Completely Elapsed: 6.98841667175293ms
Info 952  [17:38:11.915] Different program with same set of files
Info 953  [17:38:12.125] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 954  [17:38:12.132] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 190 structureChanged: false structureIsReused:: Completely Elapsed: 6.796940803527832ms
Info 955  [17:38:12.132] Different program with same set of files
Info 956  [17:38:12.133] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.054119110107421875
Info 957  [17:38:13.277] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 958  [17:38:13.283] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 191 structureChanged: false structureIsReused:: Completely Elapsed: 5.961493492126465ms
Info 959  [17:38:13.283] Different program with same set of files
Info 960  [17:38:14.309] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 961  [17:38:14.315] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 192 structureChanged: false structureIsReused:: Completely Elapsed: 6.3519287109375ms
Info 962  [17:38:14.315] Different program with same set of files
Info 963  [17:38:14.316] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 964  [17:38:14.321] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 193 structureChanged: false structureIsReused:: Completely Elapsed: 4.696263313293457ms
Info 965  [17:38:14.321] Different program with same set of files
Info 966  [17:38:14.442] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.08047771453857422
Info 967  [17:38:14.861] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 968  [17:38:14.868] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 194 structureChanged: false structureIsReused:: Completely Elapsed: 6.829916954040527ms
Info 969  [17:38:14.868] Different program with same set of files
Info 970  [17:38:15.608] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 971  [17:38:15.615] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 195 structureChanged: false structureIsReused:: Completely Elapsed: 6.62520694732666ms
Info 972  [17:38:15.615] Different program with same set of files
Info 973  [17:38:15.616] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 974  [17:38:15.621] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 196 structureChanged: false structureIsReused:: Completely Elapsed: 4.892559051513672ms
Info 975  [17:38:15.621] Different program with same set of files
Info 976  [17:38:16.004] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 977  [17:38:16.013] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 197 structureChanged: false structureIsReused:: Completely Elapsed: 9.18381404876709ms
Info 978  [17:38:16.013] Different program with same set of files
Info 979  [17:38:16.569] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 980  [17:38:16.577] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 198 structureChanged: false structureIsReused:: Completely Elapsed: 7.23136043548584ms
Info 981  [17:38:16.577] Different program with same set of files
Info 982  [17:38:18.534] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 983  [17:38:18.541] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 199 structureChanged: false structureIsReused:: Completely Elapsed: 7.411293983459473ms
Info 984  [17:38:18.542] Different program with same set of files
Info 985  [17:38:18.542] getCompletionData: Get current token: 0.02029132843017578
Info 986  [17:38:18.542] getCompletionData: Is inside comment: 0.004481315612792969
Info 987  [17:38:18.542] getCompletionData: Get previous token: 0.06076812744140625
Info 988  [17:38:18.542] getCompletionsAtPosition: isCompletionListBlocker: 0.036459922790527344
Info 989  [17:38:18.548] getExportInfoMap: cache hit
Info 990  [17:38:18.548] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 991  [17:38:18.548] collectAutoImports: response is complete
Info 992  [17:38:18.548] collectAutoImports: 0.1772146224975586
Info 993  [17:38:18.548] getCompletionData: Semantic work: 5.641024589538574
Info 994  [17:38:18.558] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.842453956604004
Info 995  [17:38:18.640] getCompletionData: Get current token: 0.006875038146972656
Info 996  [17:38:18.640] getCompletionData: Is inside comment: 0.0023565292358398438
Info 997  [17:38:18.640] getCompletionData: Get previous token: 0.021287918090820312
Info 998  [17:38:18.640] getCompletionsAtPosition: isCompletionListBlocker: 0.02685070037841797
Info 999  [17:38:18.642] getExportInfoMap: cache hit
Info 1000 [17:38:18.642] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1001 [17:38:18.642] collectAutoImports: response is complete
Info 1002 [17:38:18.642] collectAutoImports: 0.09687614440917969
Info 1003 [17:38:18.642] getCompletionData: Semantic work: 2.024698257446289
Info 1004 [17:38:18.648] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.286844253540039
Info 1005 [17:38:18.845] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1006 [17:38:18.848] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 200 structureChanged: false structureIsReused:: Completely Elapsed: 2.3753156661987305ms
Info 1007 [17:38:18.848] Different program with same set of files
Info 1008 [17:38:19.907] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1009 [17:38:19.913] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 201 structureChanged: false structureIsReused:: Completely Elapsed: 5.7384138107299805ms
Info 1010 [17:38:19.913] Different program with same set of files
Info 1011 [17:38:23.039] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1012 [17:38:23.046] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 202 structureChanged: false structureIsReused:: Completely Elapsed: 6.056900978088379ms
Info 1013 [17:38:23.046] Different program with same set of files
Info 1014 [17:38:23.046] getCompletionData: Get current token: 0.014811515808105469
Info 1015 [17:38:23.046] getCompletionData: Is inside comment: 0.00428009033203125
Info 1016 [17:38:23.046] getCompletionData: Get previous token: 0.06241893768310547
Info 1017 [17:38:23.046] getCompletionsAtPosition: isCompletionListBlocker: 0.019730567932128906
Info 1018 [17:38:23.051] getExportInfoMap: cache hit
Info 1019 [17:38:23.052] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1020 [17:38:23.052] collectAutoImports: response is complete
Info 1021 [17:38:23.052] collectAutoImports: 0.12043094635009766
Info 1022 [17:38:23.052] getCompletionData: Semantic work: 5.174029350280762
Info 1023 [17:38:23.062] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 10.348007202148438
Info 1024 [17:38:23.349] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1025 [17:38:23.354] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 203 structureChanged: false structureIsReused:: Completely Elapsed: 4.650300025939941ms
Info 1026 [17:38:23.354] Different program with same set of files
Info 1027 [17:38:23.620] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1028 [17:38:23.622] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 204 structureChanged: false structureIsReused:: Completely Elapsed: 2.4248476028442383ms
Info 1029 [17:38:23.622] Different program with same set of files
Info 1030 [17:38:23.623] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.030554771423339844
Info 1031 [17:38:23.782] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1032 [17:38:23.789] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 205 structureChanged: false structureIsReused:: Completely Elapsed: 6.544116973876953ms
Info 1033 [17:38:23.789] Different program with same set of files
Info 1034 [17:38:23.791] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.045599937438964844
Info 1035 [17:38:24.471] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1036 [17:38:24.478] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 206 structureChanged: false structureIsReused:: Completely Elapsed: 6.4723100662231445ms
Info 1037 [17:38:24.478] Different program with same set of files
Info 1038 [17:38:25.024] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1039 [17:38:25.027] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 207 structureChanged: false structureIsReused:: Completely Elapsed: 2.2613906860351562ms
Info 1040 [17:38:25.027] Different program with same set of files
Info 1041 [17:38:25.271] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1042 [17:38:25.277] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 208 structureChanged: false structureIsReused:: Completely Elapsed: 5.855783462524414ms
Info 1043 [17:38:25.277] Different program with same set of files
Info 1044 [17:38:26.521] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1045 [17:38:26.527] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 209 structureChanged: false structureIsReused:: Completely Elapsed: 5.372532844543457ms
Info 1046 [17:38:26.527] Different program with same set of files
Info 1047 [17:38:26.528] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.12117290496826172
Info 1048 [17:38:26.541] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.03702068328857422
Info 1049 [17:38:26.678] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1050 [17:38:26.684] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 210 structureChanged: false structureIsReused:: Completely Elapsed: 6.072697639465332ms
Info 1051 [17:38:26.684] Different program with same set of files
Info 1052 [17:38:26.685] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.04406166076660156
Info 1053 [17:38:26.686] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.0321044921875
Info 1054 [17:38:26.822] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1055 [17:38:26.828] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 211 structureChanged: false structureIsReused:: Completely Elapsed: 5.80621337890625ms
Info 1056 [17:38:26.828] Different program with same set of files
Info 1057 [17:38:26.829] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.04652881622314453
Info 1058 [17:38:26.830] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.11705684661865234
Info 1059 [17:38:26.971] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1060 [17:38:26.977] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 212 structureChanged: false structureIsReused:: Completely Elapsed: 6.232932090759277ms
Info 1061 [17:38:26.978] Different program with same set of files
Info 1062 [17:38:26.979] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.058449745178222656
Info 1063 [17:38:27.056] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.030458450317382812
Info 1064 [17:38:27.320] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1065 [17:38:27.327] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 213 structureChanged: false structureIsReused:: Completely Elapsed: 6.257909774780273ms
Info 1066 [17:38:27.327] Different program with same set of files
Info 1067 [17:38:27.328] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.048107147216796875
Info 1068 [17:38:28.818] Format host information updated
Info 1069 [17:38:29.019] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1070 [17:38:29.026] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 214 structureChanged: false structureIsReused:: Completely Elapsed: 6.799444198608398ms
Info 1071 [17:38:29.026] Different program with same set of files
Info 1072 [17:38:29.950] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1073 [17:38:29.957] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 215 structureChanged: false structureIsReused:: Completely Elapsed: 6.662528038024902ms
Info 1074 [17:38:29.957] Different program with same set of files
Info 1075 [17:40:09.136] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1076 [17:40:09.144] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 216 structureChanged: false structureIsReused:: Completely Elapsed: 7.400487899780273ms
Info 1077 [17:40:09.144] Different program with same set of files
Info 1078 [17:40:09.952] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1079 [17:40:09.964] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 217 structureChanged: false structureIsReused:: Completely Elapsed: 11.507235527038574ms
Info 1080 [17:40:09.964] Different program with same set of files
Info 1081 [17:40:09.989] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1082 [17:40:09.994] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 218 structureChanged: false structureIsReused:: Completely Elapsed: 4.514196395874023ms
Info 1083 [17:40:09.994] Different program with same set of files
Info 1084 [17:40:10.366] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1085 [17:40:10.376] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 219 structureChanged: false structureIsReused:: Completely Elapsed: 9.811966896057129ms
Info 1086 [17:40:10.376] Different program with same set of files
Info 1087 [17:40:10.405] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1088 [17:40:10.409] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 220 structureChanged: false structureIsReused:: Completely Elapsed: 3.990939140319824ms
Info 1089 [17:40:10.410] Different program with same set of files
Info 1090 [17:40:11.019] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1091 [17:40:11.025] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 221 structureChanged: false structureIsReused:: Completely Elapsed: 5.609672546386719ms
Info 1092 [17:40:11.025] Different program with same set of files
Info 1093 [17:40:11.615] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1094 [17:40:11.621] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 222 structureChanged: false structureIsReused:: Completely Elapsed: 5.979515075683594ms
Info 1095 [17:40:11.621] Different program with same set of files
Info 1096 [17:40:11.621] getCompletionData: Get current token: 0.004375457763671875
Info 1097 [17:40:11.622] getCompletionData: Is inside comment: 0.015600204467773438
Info 1098 [17:40:11.622] getCompletionData: Get previous token: 0.018141746520996094
Info 1099 [17:40:11.622] getCompletionsAtPosition: isCompletionListBlocker: 0.0042209625244140625
Info 1100 [17:40:11.622] Returning an empty list because completion was requested in an invalid position.
Info 1101 [17:40:11.629] getCompletionData: Get current token: 0.0039119720458984375
Info 1102 [17:40:11.629] getCompletionData: Is inside comment: 0.01582050323486328
Info 1103 [17:40:11.629] getCompletionData: Get previous token: 0.025732040405273438
Info 1104 [17:40:11.629] getCompletionsAtPosition: isCompletionListBlocker: 0.0035219192504882812
Info 1105 [17:40:11.629] Returning an empty list because completion was requested in an invalid position.
Info 1106 [17:40:35.443] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1107 [17:40:35.450] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 223 structureChanged: false structureIsReused:: Completely Elapsed: 6.971884727478027ms
Info 1108 [17:40:35.450] Different program with same set of files
Info 1109 [17:40:36.218] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1110 [17:40:36.229] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 224 structureChanged: false structureIsReused:: Completely Elapsed: 10.433475494384766ms
Info 1111 [17:40:36.229] Different program with same set of files
Info 1112 [17:40:37.255] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1113 [17:40:37.262] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 225 structureChanged: false structureIsReused:: Completely Elapsed: 6.964565277099609ms
Info 1114 [17:40:37.263] Different program with same set of files
Info 1115 [17:40:37.828] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1116 [17:40:37.835] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 226 structureChanged: false structureIsReused:: Completely Elapsed: 6.785043716430664ms
Info 1117 [17:40:37.836] Different program with same set of files
Info 1118 [17:40:37.837] getCompletionData: Get current token: 0.024420738220214844
Info 1119 [17:40:37.837] getCompletionData: Is inside comment: 0.04290294647216797
Info 1120 [17:40:37.837] getCompletionData: Get previous token: 0.025923728942871094
Info 1121 [17:40:37.837] getCompletionsAtPosition: isCompletionListBlocker: 0.0057888031005859375
Info 1122 [17:40:37.838] getCompletionData: Semantic work: 0.6923923492431641
Info 1123 [17:40:37.838] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.14887237548828125
Info 1124 [17:40:38.064] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1125 [17:40:38.071] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 227 structureChanged: false structureIsReused:: Completely Elapsed: 6.770027160644531ms
Info 1126 [17:40:38.072] Different program with same set of files
Info 1127 [17:40:38.372] Format host information updated
Info 1128 [17:40:38.374] getCompletionData: Get current token: 0.04698944091796875
Info 1129 [17:40:38.374] getCompletionData: Is inside comment: 0.013988494873046875
Info 1130 [17:40:38.374] getCompletionData: Get previous token: 0.05315399169921875
Info 1131 [17:40:38.374] getCompletionsAtPosition: isCompletionListBlocker: 0.0072193145751953125
Info 1132 [17:40:38.374] getCompletionData: Semantic work: 0.09679698944091797
Info 1133 [17:40:38.386] Format host information updated
Info 1134 [17:40:38.387] Format host information updated
Info 1135 [17:40:38.387] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1136 [17:40:38.392] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 228 structureChanged: false structureIsReused:: Completely Elapsed: 4.352304458618164ms
